URL,Question,Option A,Option B,Option C,Option D,GT,Prompt,answer
https://attack.mitre.org/techniques/T1590/005,Which MITRE ATT&CK technique ID is associated with the mitigation strategy that focuses on minimizing the amount of data available to external parties?,M1056,G0059,G0125,G0138,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique ID is associated with the mitigation strategy that focuses on minimizing the amount of data available to external parties?   Options:  A) M1056  B) G0059  C) G0125  D) G0138  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1590/005,"Based on the text, which of these is NOT a method adversaries use to gather IP address information?",Direct collection actions,Open source intelligence,Social engineering,Reverse engineering,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Based on the text, which of these is NOT a method adversaries use to gather IP address information?   Options:  A) Direct collection actions  B) Open source intelligence  C) Social engineering  D) Reverse engineering  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591,"Based on the MITRE ATT&CK Enterprise framework, what technique is used by Lazarus Group to tailor spearphishing efforts against specific departments and individuals?",T1592,T1598,T1597,T1595,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Based on the MITRE ATT&CK Enterprise framework, what technique is used by Lazarus Group to tailor spearphishing efforts against specific departments and individuals?   Options:  A) T1592  B) T1598  C) T1597  D) T1595  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591,Which of the following techniques is most closely associated with the pre-compromise mitigation approach described in the document?,T1592,T1598,T1597,T1595,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following techniques is most closely associated with the pre-compromise mitigation approach described in the document?   Options:  A) T1592  B) T1598  C) T1597  D) T1595  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591,"According to the MITRE ATT&CK Enterprise framework, what technique does Lazarus Group utilize to collect information about targeted organizations for the purpose of identifying specific targets?",T1598,T1592,T1595,T1597,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the MITRE ATT&CK Enterprise framework, what technique does Lazarus Group utilize to collect information about targeted organizations for the purpose of identifying specific targets?   Options:  A) T1598  B) T1592  C) T1595  D) T1597  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591,"What is the main purpose of gathering information about an organization's key employees and their roles, according to the text?",To compromise accounts,To establish operational resources,To conduct phishing campaigns,All of the above,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the main purpose of gathering information about an organization's key employees and their roles, according to the text?   Options:  A) To compromise accounts  B) To establish operational resources  C) To conduct phishing campaigns  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."," A

Explanation: The given question asks about the main purpose of gathering information about an organization's key employees and their roles. The correct option (A) specifies 'To compromise accounts', which is a common goal when attacking or targeting organizations, as it allows an attacker to gain unauthorized access to sensitive data through those employees' credentials. Options B, C, and D do not directly refer to the main purpose of gathering employee information in this context, although they could be potential uses depending on the specific circumstances."
https://attack.mitre.org/techniques/T1591,"What technique involves directly eliciting information from victims through phishing emails, according to the text?",Phishing for Information,Search Victim-Owned Websites,Search Open Websites/Domains,Establish Accounts,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What technique involves directly eliciting information from victims through phishing emails, according to the text?   Options:  A) Phishing for Information  B) Search Victim-Owned Websites  C) Search Open Websites/Domains  D) Establish Accounts  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A) Phishing for Information
https://attack.mitre.org/techniques/T1591/001,What MITRE ATT&CK technique ID is associated with the collection of physical location information for targeting purposes?,T1592,T1590,G0059,T1056,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK technique ID is associated with the collection of physical location information for targeting purposes?   Options:  A) T1592  B) T1590  C) G0059  D) T1056  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591/001,Which of the following is NOT a potential use case for physical location information obtained by adversaries?,Initial access,Operational resource establishment,Reconnaissance,Data exfiltration,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following is NOT a potential use case for physical location information obtained by adversaries?   Options:  A) Initial access  B) Operational resource establishment  C) Reconnaissance  D) Data exfiltration  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1591/001,"According to the provided text, what is the primary mitigation strategy for adversaries gathering physical location information?",Implement strong access controls,Minimize data exposure to external parties,Use advanced endpoint detection and response (EDR) solutions,Educate users on phishing threats,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the provided text, what is the primary mitigation strategy for adversaries gathering physical location information?   Options:  A) Implement strong access controls  B) Minimize data exposure to external parties  C) Use advanced endpoint detection and response (EDR) solutions  D) Educate users on phishing threats  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591/001,"What type of MITRE ATT&CK technique is ""Magic Hound"" classified as?",Defense Evasion,Reconnaissance,Command and Control,Execution,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What type of MITRE ATT&CK technique is ""Magic Hound"" classified as?   Options:  A) Defense Evasion  B) Reconnaissance  C) Command and Control  D) Execution  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591/001,Which of the following is NOT a method mentioned in the text for adversaries to gather physical location information?,Phishing for Information,Search Victim-Owned Websites or Social Media,Hardware Additions,Social Engineering,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following is NOT a method mentioned in the text for adversaries to gather physical location information?   Options:  A) Phishing for Information  B) Search Victim-Owned Websites or Social Media  C) Hardware Additions  D) Social Engineering  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591/002,"According to MITRE ATT&CK Enterprise, what technique ID is associated with ""Dragonfly"" collecting open-source information for targeted attacks?",G0034,G0035,G1004,T1592,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to MITRE ATT&CK Enterprise, what technique ID is associated with ""Dragonfly"" collecting open-source information for targeted attacks?   Options:  A) G0034  B) G0035  C) G1004  D) T1592  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1591/002,"What is the primary purpose of gathering information about an organization's business relationships from the perspective of an adversary, according to the provided text?",To gain access to the organization's internal network.,To identify and target individuals within the organization.,To obtain information about the organization's security posture.,To identify potential entry points for an attack.,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary purpose of gathering information about an organization's business relationships from the perspective of an adversary, according to the provided text?   Options:  A) To gain access to the organization's internal network.  B) To identify and target individuals within the organization.  C) To obtain information about the organization's security posture.  D) To identify potential entry points for an attack.  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591/002,Which MITRE ATT&CK technique can be used as a direct result of gathering information about an organization's business relationships?,T1189,T1071,T1592,T1059,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique can be used as a direct result of gathering information about an organization's business relationships?   Options:  A) T1189  B) T1071  C) T1592  D) T1059  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1591/002,"According to the text, what is a potential source of information about an organization's business relationships that could be used by adversaries?",Private databases,Search engines,Company intranet,Internal email archives,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the text, what is a potential source of information about an organization's business relationships that could be used by adversaries?   Options:  A) Private databases  B) Search engines  C) Company intranet  D) Internal email archives  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591/002,"The text mentions ""Phishing for Information"" as a method of gathering information about an organization's business relationships. Which MITRE ATT&CK technique does this align with?",T1592,T1597,T1596,T1059,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: The text mentions ""Phishing for Information"" as a method of gathering information about an organization's business relationships. Which MITRE ATT&CK technique does this align with?   Options:  A) T1592  B) T1597  C) T1596  D) T1059  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591/004,"What is the primary objective of the ""HEXANE"" adversary group, according to the provided text, with regard to gathering information about identities and roles within the victim organization?","To identify executives, HR, and IT staff for further targeting",To compromise accounts for lateral movement,To gain initial access through phishing attacks,To extract sensitive data from the victim's systems,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary objective of the ""HEXANE"" adversary group, according to the provided text, with regard to gathering information about identities and roles within the victim organization?   Options:  A) To identify executives, HR, and IT staff for further targeting  B) To compromise accounts for lateral movement  C) To gain initial access through phishing attacks  D) To extract sensitive data from the victim's systems  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1591/004,"According to the provided text, what is a potential use case for the information gathered by adversaries about business roles within a victim organization, as it relates to MITRE ATT&CK techniques?",To establish operational resources (ex: Establish Accounts),To conduct reconnaissance (ex: Phishing for Information),To achieve initial access (ex: Phishing),All of the above,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the provided text, what is a potential use case for the information gathered by adversaries about business roles within a victim organization, as it relates to MITRE ATT&CK techniques?   Options:  A) To establish operational resources (ex: Establish Accounts)  B) To conduct reconnaissance (ex: Phishing for Information)  C) To achieve initial access (ex: Phishing)  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1591/004,"In the context of MITRE ATT&CK for Enterprise, which technique, according to the provided text, focuses on gathering detailed knowledge of team structures within a target organization?",T1012,T1593,T1595,T1597,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: In the context of MITRE ATT&CK for Enterprise, which technique, according to the provided text, focuses on gathering detailed knowledge of team structures within a target organization?   Options:  A) T1012  B) T1593  C) T1595  D) T1597  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1591/004,"Based on the provided text, what is a possible mitigation strategy for the ""HEXANE"" adversary group's tactic of gathering information about identities and roles within the victim organization?",Implement strong password policies,Deploy multi-factor authentication,Educate employees on phishing attacks,Restrict the amount and sensitivity of data available to external parties,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Based on the provided text, what is a possible mitigation strategy for the ""HEXANE"" adversary group's tactic of gathering information about identities and roles within the victim organization?   Options:  A) Implement strong password policies  B) Deploy multi-factor authentication  C) Educate employees on phishing attacks  D) Restrict the amount and sensitivity of data available to external parties  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1591/004,"Which MITRE ATT&CK technique, as mentioned in the provided text, involves targeting specific individuals within an organization with tailored job vacancy announcements?",T1001,T1004,T1011,T1012,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique, as mentioned in the provided text, involves targeting specific individuals within an organization with tailored job vacancy announcements?   Options:  A) T1001  B) T1004  C) T1011  D) T1012  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1598,What technique ID and name from MITRE ATT&CK Enterprise is used by APT28 to compromise credentials?,T1597.002,T1597.003,T1190,T1597.001,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What technique ID and name from MITRE ATT&CK Enterprise is used by APT28 to compromise credentials?   Options:  A) T1597.002  B) T1597.003  C) T1190  D) T1597.001  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598,"In the context of MITRE ATT&CK Enterprise, which of the following mitigation techniques can be used to filter messages based on sender domain validity and message integrity?",M1017,M1002,M1054,M1055,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: In the context of MITRE ATT&CK Enterprise, which of the following mitigation techniques can be used to filter messages based on sender domain validity and message integrity?   Options:  A) M1017  B) M1002  C) M1054  D) M1055  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598,Which MITRE ATT&CK Enterprise technique is used by adversaries to forge or spoof the identity of the sender during phishing attacks?,T1597,T1566,T1597.001,T1055,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK Enterprise technique is used by adversaries to forge or spoof the identity of the sender during phishing attacks?   Options:  A) T1597  B) T1566  C) T1597.001  D) T1055  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598,"Which MITRE ATT&CK Enterprise data source can be used to detect phishing attempts by monitoring suspicious email activity, such as numerous accounts receiving messages from a single unusual sender?",DS0015,DS0029,DS0030,DS0010,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK Enterprise data source can be used to detect phishing attempts by monitoring suspicious email activity, such as numerous accounts receiving messages from a single unusual sender?   Options:  A) DS0015  B) DS0029  C) DS0030  D) DS0010  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598,Which MITRE ATT&CK Enterprise data source can be used to monitor network traffic patterns and packet inspection associated with protocols that do not follow expected standards?,DS0010,DS0029,DS0015,DS0030,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK Enterprise data source can be used to monitor network traffic patterns and packet inspection associated with protocols that do not follow expected standards?   Options:  A) DS0010  B) DS0029  C) DS0015  D) DS0030  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D) DS0030
https://attack.mitre.org/techniques/T1598/001,"What is the primary goal of adversaries using third-party services for spearphishing, according to the provided text?",Gaining access to internal systems,Collecting sensitive information,Disrupting business operations,Deploying malware,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary goal of adversaries using third-party services for spearphishing, according to the provided text?   Options:  A) Gaining access to internal systems  B) Collecting sensitive information  C) Disrupting business operations  D) Deploying malware  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1598/001,Which MITRE ATT&CK technique ID and name are explicitly mentioned in the provided text as being relevant to this spearphishing scenario?,"T1059.001, Command and Scripting Interpreter","T1566.002, Spearphishing Attachment","T1190, Exploit Public-Facing Applications","C0027, Spearphishing for Information",D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique ID and name are explicitly mentioned in the provided text as being relevant to this spearphishing scenario?   Options:  A) T1059.001, Command and Scripting Interpreter  B) T1566.002, Spearphishing Attachment  C) T1190, Exploit Public-Facing Applications  D) C0027, Spearphishing for Information  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1598/001,"What is the primary advantage of adversaries using third-party services for spearphishing, as described in the text?",They can bypass security measures implemented by enterprises,They can gain access to a wider range of potential targets,They can disguise their attacks as legitimate communications,They can utilize social engineering techniques more effectively,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary advantage of adversaries using third-party services for spearphishing, as described in the text?   Options:  A) They can bypass security measures implemented by enterprises  B) They can gain access to a wider range of potential targets  C) They can disguise their attacks as legitimate communications  D) They can utilize social engineering techniques more effectively  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1598/001,"According to the provided text, which of the following is NOT a common tactic used by adversaries during spearphishing for information?",Posing as a legitimate source,Creating a sense of urgency,Using social engineering techniques,Exploiting vulnerabilities in target systems,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the provided text, which of the following is NOT a common tactic used by adversaries during spearphishing for information?   Options:  A) Posing as a legitimate source  B) Creating a sense of urgency  C) Using social engineering techniques  D) Exploiting vulnerabilities in target systems  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1598/001,"What is the primary purpose of the ""M1017"" mitigation technique mentioned in the text?",Detecting malicious network traffic,Analyzing application logs for suspicious activity,Training users to identify social engineering techniques,Preventing access to third-party services,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary purpose of the ""M1017"" mitigation technique mentioned in the text?   Options:  A) Detecting malicious network traffic  B) Analyzing application logs for suspicious activity  C) Training users to identify social engineering techniques  D) Preventing access to third-party services  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598/002,What MITRE ATT&CK technique is utilized by adversaries when they craft believable lures using information gathered from open websites?,"G0035, Dragonfly","G1008, SideCopy","T1190, Exploit Publicly Known Vulnerabilities","G0121, Sidewinder",C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK technique is utilized by adversaries when they craft believable lures using information gathered from open websites?   Options:  A) G0035, Dragonfly  B) G1008, SideCopy  C) T1190, Exploit Publicly Known Vulnerabilities  D) G0121, Sidewinder  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1598/002,"Which MITRE ATT&CK mitigation technique could be implemented to detect spoofed email sender domains, ensuring that email recipients are alerted to potential spearphishing attempts?","M1017, User Training","M1054, Software Configuration","M1047, User Monitoring","M1030, Network Segmentation",B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK mitigation technique could be implemented to detect spoofed email sender domains, ensuring that email recipients are alerted to potential spearphishing attempts?   Options:  A) M1017, User Training  B) M1054, Software Configuration  C) M1047, User Monitoring  D) M1030, Network Segmentation  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1598/002,"According to the text, which of these is a common tactic employed by adversaries during spearphishing attacks, aiming to elicit sensitive information?",Utilizing malware-infected attachments to gain unauthorized access to the victim's system,Sending multiple urgent emails to create a sense of urgency,Masquerading as a legitimate source with a reason to collect information,All of the above,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the text, which of these is a common tactic employed by adversaries during spearphishing attacks, aiming to elicit sensitive information?   Options:  A) Utilizing malware-infected attachments to gain unauthorized access to the victim's system  B) Sending multiple urgent emails to create a sense of urgency  C) Masquerading as a legitimate source with a reason to collect information  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1598/002,"Which of the following data sources can be used to detect suspicious email activity, such as multiple accounts receiving messages from a single unusual sender?",Application Logs,Network Traffic,Security Information and Event Management (SIEM),All of the above,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following data sources can be used to detect suspicious email activity, such as multiple accounts receiving messages from a single unusual sender?   Options:  A) Application Logs  B) Network Traffic  C) Security Information and Event Management (SIEM)  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1598/002,"Based on the provided text, which MITRE ATT&CK technique describes adversaries crafting generic lures for spam campaigns to collect emails and credentials?","G0035, Dragonfly","G1008, SideCopy","G0121, Sidewinder","T1568, Phishing",B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Based on the provided text, which MITRE ATT&CK technique describes adversaries crafting generic lures for spam campaigns to collect emails and credentials?   Options:  A) G0035, Dragonfly  B) G1008, SideCopy  C) G0121, Sidewinder  D) T1568, Phishing  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1598/004,"What MITRE ATT&CK technique is used by adversaries who call victims' help desks to reset privileged account credentials, as demonstrated by LAPSUS$?",T1190 - Exploit Public-Facing Application,T1133 - External Remote Services,G1004 - LAPSUS$,T1078 - Valid Accounts,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK technique is used by adversaries who call victims' help desks to reset privileged account credentials, as demonstrated by LAPSUS$?   Options:  A) T1190 - Exploit Public-Facing Application  B) T1133 - External Remote Services  C) G1004 - LAPSUS$  D) T1078 - Valid Accounts  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1598/004,What MITRE ATT&CK technique is demonstrated by Scattered Spider when they used phone calls to instruct victims to navigate to credential-harvesting websites?,C0027 -  Phishing,T1568 -  Phishing for Information,G1015 -  Scattered Spider,T1006 -  Data Spillage,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK technique is demonstrated by Scattered Spider when they used phone calls to instruct victims to navigate to credential-harvesting websites?   Options:  A) C0027 -  Phishing  B) T1568 -  Phishing for Information  C) G1015 -  Scattered Spider  D) T1006 -  Data Spillage  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
